Café;Species;Country_Origin;Fragrance_Aroma;Flavor;Aftertaste;Salt_Acid;Mouthfeel;Balance;Bitter_Sweet;Uniform_Cup;Clean_Cup;Cupper_Points;quality_score
1193;Arabica;Thailand;7.17;7.17;7.00;7.00;6.92;10.00;7.25;10.00;10.00; 7.17;79.67
1194;Arabica;Mexico;7.08;7.00;6.92;7.33;7.08;10.00;7.25;10.00;10.00; 6.92;79.58
1195;Arabica;Mexico;7.25;6.92;6.92;7.33;7.00;10.00;7.25;10.00;10.00; 6.92;79.58
1196;Arabica;Colombia;7.25;7.17;7.00;6.75;7.33;10.00;7.17;10.00;10.00; 6.92;79.58
1197;Arabica;Guatemala;7.08;7.00;6.83;7.33;7.00;10.00;7.25;10.00;10.00; 7.08;79.58
1198;Arabica;Nicaragua;6.92;6.92;7.00;7.42;7.00;10.00;7.25;10.00;10.00; 7.00;79.50
1199;Arabica;Taiwan;6.92;7.00;7.17;7.00;7.00;10.00;7.42;10.00;10.00; 7.00;79.50
1200;Arabica;Colombia;7.83;7.50;7.42;7.42;7.50;10.00;7.67;10.00; 6.67; 7.50;79.50
1201;Arabica;Mexico;7.25;7.08;6.92;7.25;7.08;10.00;7.58; 9.33;10.00; 7.00;79.50
1202;Arabica;Mexico;7.25;7.33;7.00;7.25;7.17;10.00;7.17; 9.33;10.00; 7.00;79.50
1203;Arabica;Guatemala;7.08;7.33;7.25;7.58;7.42; 9.33;7.33; 9.33; 9.33; 7.42;79.42
1204;Arabica;Guatemala;7.25;7.33;6.83;7.00;7.17;10.00;7.00;10.00;10.00; 6.83;79.42
1205;Arabica;Mexico;7.00;6.83;6.83;7.42;7.17;10.00;7.33;10.00;10.00; 6.83;79.42
1206;Arabica;Cote d?Ivoire;7.42;7.25;6.83;7.00;7.08;10.00;7.33; 9.33;10.00; 7.08;79.33
1207;Arabica;Colombia;7.42;7.25;6.75;7.25;7.25;10.00;7.42; 9.33; 9.33; 7.33;79.33
1208;Arabica;Mexico;7.00;7.00;6.83;7.33;6.92;10.00;7.42;10.00;10.00; 6.83;79.33
1209;Arabica;Mexico;7.42;7.17;7.08;7.17;7.08;10.00;7.08; 9.33;10.00; 7.00;79.33
1210;Arabica;Guatemala;7.17;6.50;6.33;7.25;7.33;10.00;7.58;10.00;10.00; 7.17;79.33
1211;Arabica;Taiwan;7.08;6.83;6.83;7.25;7.08;10.00;7.42;10.00;10.00; 6.75;79.25
1212;Arabica;Mexico;7.00;7.00;6.92;7.17;7.08;10.00;7.17;10.00;10.00; 6.92;79.25
1213;Arabica;Guatemala;7.33;7.42;7.33;7.42;7.42; 9.33;7.50; 8.67; 9.33; 7.42;79.17
1214;Arabica;Honduras;7.58;7.00;6.75;6.92;6.92;10.00;7.00;10.00;10.00; 7.00;79.17
1215;Arabica;Guatemala;7.08;7.00;6.92;7.42;6.92;10.00;7.00;10.00;10.00; 6.83;79.17
1216;Arabica;Guatemala;7.25;7.17;6.75;7.25;6.92;10.00;7.00;10.00;10.00; 6.83;79.17
1217;Arabica;Costa Rica;7.17;7.42;7.50;8.00;7.83; 6.67;7.25;10.00;10.00; 7.33;79.17
1218;Arabica;Mexico;7.25;7.08;6.92;7.08;7.17;10.00;7.17; 9.33;10.00; 7.17;79.17
1219;Arabica;Mexico;7.17;6.92;6.92;7.08;7.00;10.00;7.17;10.00;10.00; 6.92;79.17
1220;Arabica;Mexico;6.75;6.75;6.83;7.25;7.08;10.00;7.58;10.00;10.00; 6.92;79.17
1221;Arabica;Guatemala;7.58;7.67;7.42;7.42;7.67; 8.67;7.67; 8.67; 8.67; 7.67;79.08
1222;Arabica;United States (Puerto Rico);7.42;7.08;6.75;7.33;6.92;10.00;7.33;10.00; 9.33; 6.92;79.08
1223;Arabica;Mexico;7.33;7.00;6.92;7.25;7.08;10.00;7.33; 9.33;10.00; 6.83;79.08
1224;Arabica;Mexico;7.25;7.08;6.75;7.33;7.00;10.00;7.42; 9.33;10.00; 6.92;79.08
1225;Arabica;Mexico;7.17;7.25;7.25;7.17;7.08;10.00;7.25; 9.33; 9.33; 7.25;79.08
1226;Arabica;Mexico;6.75;6.75;6.42;6.83;7.50;10.00;7.58;10.00;10.00; 7.25;79.08
1227;Arabica;Guatemala;7.33;7.17;6.58;7.42;6.83;10.00;7.08;10.00;10.00; 6.58;79.00
1228;Arabica;Honduras;7.00;7.00;7.00;7.00;7.00;10.00;7.00;10.00;10.00; 7.00;79.00
1229;Arabica;Peru;7.67;7.17;7.08;7.25;7.50; 9.33;8.00; 8.67; 9.33; 7.00;79.00
1230;Arabica;Mexico;6.75;7.08;6.67;7.25;7.08;10.00;7.17;10.00;10.00; 7.00;79.00
1231;Arabica;Mexico;7.50;7.17;6.92;7.50;7.00;10.00;7.25; 8.67;10.00; 7.00;79.00
1232;Arabica;Mexico;7.17;6.83;6.83;7.25;6.92;10.00;7.17;10.00;10.00; 6.83;79.00
1233;Arabica;Mexico;7.33;7.00;6.75;7.08;7.25;10.00;7.17; 9.33;10.00; 7.00;78.92
1234;Arabica;Mexico;7.50;7.00;6.92;7.08;6.75;10.00;6.92;10.00;10.00; 6.75;78.92
1235;Arabica;Nicaragua;7.17;7.00;6.92;7.00;7.00;10.00;7.00;10.00;10.00; 6.75;78.83
1236;Arabica;United States (Hawaii);7.50;6.92;6.92;7.25;7.42; 9.33;7.58; 9.33; 9.33; 7.17;78.75
1237;Arabica;Guatemala;7.33;7.08;6.33;7.25;7.00;10.00;7.00;10.00;10.00; 6.75;78.75
1238;Arabica;Mexico;7.25;6.83;6.83;7.00;7.00;10.00;7.17;10.00;10.00; 6.67;78.75
1239;Arabica;Mexico;7.25;7.33;7.17;7.25;7.00;10.00;7.08; 8.67;10.00; 7.00;78.75
1240;Arabica;Mexico;7.67;7.17;6.83;7.33;7.17; 8.67;7.58; 9.33;10.00; 7.00;78.75
1241;Arabica;China;7.00;6.92;6.83;7.17;7.17; 9.33;7.17;10.00;10.00; 7.08;78.67
1242;Arabica;Mexico;6.92;6.92;6.67;7.25;6.92;10.00;7.17;10.00;10.00; 6.83;78.67
1243;Arabica;Nicaragua;7.08;7.00;6.75;6.83;6.92;10.00;7.08;10.00;10.00; 6.92;78.58
1244;Arabica;Nicaragua;6.83;7.08;6.92;6.75;7.08;10.00;7.25;10.00;10.00; 6.67;78.58
1245;Arabica;Guatemala;7.33;7.17;6.92;7.58;7.17;10.00;7.25; 8.67; 9.33; 7.17;78.58
1246;Arabica;Taiwan;6.83;6.75;7.17;7.25;6.92;10.00;7.00;10.00;10.00; 6.67;78.58
1247;Arabica;Mexico;7.00;7.00;6.75;7.33;6.92;10.00;6.92;10.00;10.00; 6.67;78.58
1248;Arabica;Mexico;7.92;7.58;7.58;7.92;7.50;10.00;7.92; 8.00; 6.67; 7.50;78.58
1249;Arabica;United States (Hawaii);7.92;6.83;7.08;7.42;7.33;10.00;6.75; 8.67; 9.33; 7.25;78.58
1250;Arabica;Mexico;7.25;6.75;6.92;6.92;7.58;10.00;7.25; 9.33; 9.33; 7.17;78.50
1251;Arabica;Mexico;7.08;6.83;6.83;7.00;6.92;10.00;7.00;10.00;10.00; 6.83;78.50
1252;Arabica;Mexico;7.25;7.17;7.00;6.83;7.08;10.00;7.58; 8.67;10.00; 6.92;78.50
1253;Arabica;Brazil;6.83;7.00;6.92;7.08;6.83;10.00;6.92;10.00;10.00; 6.83;78.42
1254;Arabica;Mexico;7.58;7.17;7.00;7.17;7.00;10.00;7.33; 8.00;10.00; 7.17;78.42
1255;Arabica;United States (Hawaii);7.50;7.75;7.58;7.83;7.92; 8.67;7.92; 7.33; 8.00; 7.83;78.33
1256;Arabica;Guatemala;7.17;6.50;6.67;7.00;7.17;10.00;7.17;10.00;10.00; 6.67;78.33
1257;Arabica;Guatemala;7.17;7.17;6.50;7.17;6.83;10.00;7.00;10.00;10.00; 6.50;78.33
1258;Arabica;Mexico;7.25;7.25;7.00;7.50;7.42;10.00;7.33; 8.00; 9.33; 7.75;78.33
1259;Arabica;Guatemala;7.17;6.08;6.17;7.25;7.33;10.00;7.33;10.00;10.00; 7.00;78.33
1260;Arabica;United States (Hawaii);7.50;7.50;7.33;7.58;7.42; 8.67;7.50; 8.67; 8.67; 7.42;78.25
1261;Arabica;United States (Hawaii);7.42;7.33;7.33;7.50;7.75; 9.33;7.67; 8.00; 8.67; 7.25;78.25
1262;Arabica;Indonesia;6.92;6.83;6.92;6.92;6.83;10.00;6.92;10.00;10.00; 6.83;78.17
1263;Arabica;Mexico;7.08;6.83;6.67;7.25;6.92;10.00;7.25;10.00; 9.33; 6.75;78.08
1264;Arabica;Taiwan;7.50;7.08;7.33;7.17;7.50;10.00;7.50; 6.67;10.00; 7.25;78.00
1265;Arabica;Honduras;6.83;7.00;6.67;7.00;6.83;10.00;7.00;10.00;10.00; 6.67;78.00
1266;Arabica;United States (Hawaii);7.58;7.33;7.50;7.42;7.33; 9.33;7.50; 8.00; 8.67; 7.33;78.00
1267;Arabica;Guatemala;7.42;7.25;6.83;7.33;6.92; 9.33;7.00; 9.33; 9.33; 7.25;78.00
1268;Arabica;China;7.33;7.17;6.92;7.08;7.00; 9.33;7.33; 9.33; 9.33; 7.17;78.00
1269;Arabica;Guatemala;7.00;6.83;6.83;7.17;6.83;10.00;6.67;10.00;10.00; 6.67;78.00
1270;Arabica;Mexico;7.25;7.33;7.00;7.00;7.08; 8.00;7.25;10.00;10.00; 7.08;78.00
1271;Arabica;Colombia;7.42;7.17;7.00;7.17;7.17; 9.33;7.67; 8.67; 9.33; 7.08;78.00
1272;Arabica;Costa Rica;7.50;7.25;7.42;7.00;6.83;10.00;7.08; 8.67; 9.33; 6.83;77.92
1273;Arabica;Mexico;7.42;7.25;7.00;7.00;7.08;10.00;7.25; 8.00;10.00; 6.92;77.92
1274;Arabica;Guatemala;7.17;6.17;6.17;7.08;6.83;10.00;7.33;10.00;10.00; 7.17;77.92
1275;Arabica;Nicaragua;7.42;7.00;7.00;7.17;7.00;10.00;7.08; 9.33; 8.67; 7.17;77.83
1276;Arabica;Brazil;7.00;6.75;6.67;6.83;6.83;10.00;7.08;10.00;10.00; 6.67;77.83
1277;Arabica;Guatemala;7.00;6.83;6.67;7.17;6.83;10.00;6.83;10.00;10.00; 6.50;77.83
1278;Arabica;Taiwan;7.17;6.75;6.58;7.33;7.17;10.00;7.33; 9.33; 9.33; 6.67;77.67
1279;Arabica;United States (Hawaii);7.58;7.67;7.58;7.67;7.42; 6.00;7.42; 9.33; 9.33; 7.58;77.58
1280;Arabica;Mexico;7.17;6.75;6.58;6.75;6.75;10.00;6.83;10.00;10.00; 6.67;77.50
1281;Arabica;Guatemala;7.08;6.92;6.33;7.00;7.00;10.00;6.92;10.00;10.00; 6.17;77.42
1282;Arabica;Brazil;7.50;7.33;7.42;7.58;6.92;10.00;7.58; 8.00; 8.00; 7.00;77.33
1283;Arabica;Guatemala;7.33;7.00;6.83;7.17;7.17; 9.33;7.17; 9.33; 9.33; 6.67;77.33
1284;Arabica;Mexico;7.33;7.00;6.67;7.00;6.92;10.00;6.92; 9.33; 9.33; 6.83;77.33
1285;Arabica;Haiti;6.83;6.83;6.83;6.75;6.92;10.00;6.92; 9.33;10.00; 6.83;77.25
1286;Arabica;United States (Hawaii);7.08;6.92;6.83;6.67;7.42;10.00;7.58; 8.67; 9.33; 6.75;77.25
1287;Arabica;Mexico;7.08;7.00;7.00;7.25;7.25;10.00;7.33; 8.67; 8.67; 6.92;77.17
1288;Arabica;Peru;7.42;7.75;7.42;7.67;7.83; 9.33;7.92; 8.67; 5.33; 7.67;77.00
1289;Arabica;India;7.67;7.33;7.17;6.67;7.42; 6.67;7.17; 9.33;10.00; 7.42;76.83
1290;Arabica;Mexico;6.67;6.33;6.42;6.83;6.92;10.00;7.00;10.00;10.00; 6.58;76.75
1291;Arabica;Guatemala;6.42;6.50;6.50;7.33;6.92;10.00;6.33;10.00;10.00; 6.50;76.50
1292;Arabica;Mexico;7.17;6.58;6.58;7.00;6.58;10.00;7.25; 9.33; 9.33; 6.58;76.42
1293;Arabica;Guatemala;7.50;7.00;6.83;7.50;7.33; 8.67;7.17; 8.67; 8.67; 7.00;76.33
1294;Arabica;Guatemala;6.17;6.50;6.50;7.17;6.83;10.00;7.00;10.00;10.00; 6.17;76.33
1295;Arabica;United States (Hawaii);7.25;7.08;6.83;7.17;6.83; 9.33;7.33; 8.67; 8.67; 7.08;76.25
1296;Arabica;United States (Hawaii);7.50;7.33;7.33;7.58;7.25; 8.00;7.67; 8.00; 8.00; 7.50;76.17
1297;Arabica;Mexico;7.42;7.00;6.83;7.08;6.83;10.00;6.92; 7.33;10.00; 6.75;76.17
1298;Arabica;Indonesia;7.33;7.00;6.50;6.08;6.33; 9.33;7.58; 9.33;10.00; 6.67;76.17
1299;Arabica;Mexico;7.08;6.83;6.83;7.17;7.08;10.00;7.17;10.00; 7.33; 6.58;76.08
1300;Arabica;Honduras;6.83;6.83;6.67;6.83;6.83;10.00;7.00; 9.33; 8.67; 7.00;76.00
1301;Arabica;Philippines;6.83;6.50;6.50;6.92;7.00; 9.33;6.75; 9.33;10.00; 6.67;75.83
1302;Arabica;Brazil;7.17;7.00;6.83;7.50;7.00;10.00;7.17; 8.00; 8.00; 7.00;75.67
1303;Arabica;Guatemala;7.92;7.58;7.17;7.58;7.17; 8.00;7.33; 8.00; 8.00; 6.83;75.58
1304;Arabica;Guatemala;6.67;6.50;6.33;7.00;6.75;10.00;7.17; 8.67;10.00; 6.50;75.58
1305;Arabica;Mexico;7.50;7.25;6.92;7.00;6.83;10.00;7.17; 8.00; 8.00; 6.83;75.50
1306;Arabica;Mexico;7.17;6.92;6.67;6.83;7.75;10.00;7.25;10.00; 6.00; 6.58;75.17
1307;Arabica;Mexico;7.25;6.83;6.67;7.08;6.83;10.00;7.17;10.00; 6.67; 6.67;75.17
1308;Arabica;Mexico;7.17;7.17;6.83;7.17;6.67;10.00;7.42; 8.67; 7.33; 6.75;75.17
1309;Arabica;Mexico;7.00;6.92;6.75;6.92;6.83;10.00;7.17;10.00; 6.67; 6.75;75.00
1310;Arabica;Mexico;7.08;6.75;6.58;7.00;6.75;10.00;7.00; 8.67; 8.67; 6.42;74.92
1311;Arabica;Mexico;7.33;6.75;6.67;7.25;7.00;10.00;7.50;10.00; 5.33; 7.00;74.83
1312;Arabica;Guatemala;6.75;6.50;6.17;7.00;6.75;10.00;7.25; 8.00;10.00; 6.33;74.75
1313;Arabica;Guatemala;6.75;6.67;6.17;7.17;6.58;10.00;7.00; 8.00;10.00; 6.42;74.75
1314;Arabica;Mexico;7.08;7.00;6.83;7.50;6.83;10.00;7.33; 8.00; 7.33; 6.75;74.67
1315;Arabica;United States (Hawaii);7.50;7.25;7.00;7.25;7.33; 6.67;7.42; 8.00; 8.67; 7.33;74.42
1316;Arabica;Guatemala;6.50;6.33;6.50;7.50;6.83; 8.67;7.33; 8.67;10.00; 6.00;74.33
1317;Arabica;Mexico;7.00;6.58;6.67;6.83;6.83;10.00;7.08;10.00; 6.67; 6.67;74.33
1318;Arabica;Mexico;6.92;6.42;6.17;7.33;6.75;10.00;7.25;10.00; 6.67; 6.50;74.00
1319;Arabica;Mexico;7.67;7.00;7.17;7.58;7.33;10.00;7.33;10.00; 2.67; 7.08;73.83
1320;Arabica;United States (Hawaii);7.17;7.17;7.17;7.58;6.92; 6.67;7.67; 9.33; 6.67; 7.33;73.67
1321;Arabica;Brazil;7.25;6.58;6.58;7.00;6.42;10.00;7.00; 8.00; 8.00; 6.67;73.50
1322;Arabica;Honduras;7.00;7.17;6.83;7.17;7.17; 8.00;7.00; 8.00; 8.00; 7.08;73.42
1323;Arabica;Mexico;7.08;7.08;6.92;7.08;6.92; 8.00;6.92; 8.00; 8.00; 6.92;72.92
1324;Arabica;Colombia;8.00;7.33;7.75;7.33;7.67; 6.67;7.42; 6.67; 6.67; 7.33;72.83
1325;Arabica;United States (Hawaii);6.92;6.92;6.92;7.50;7.17; 9.33;7.58; 6.67; 6.67; 6.92;72.58
1326;Arabica;Haiti;6.92;6.75;7.08;7.17;6.67; 8.67;7.33;10.00; 5.33; 6.42;72.33
1327;Arabica;Costa Rica;6.33;6.50;6.33;6.83;6.50;10.00;6.33;10.00; 6.67; 6.25;71.75
1328;Arabica;Mexico;6.92;6.92;6.92;6.92;7.00;10.00;7.17;10.00; 2.67; 6.58;71.08
1329;Arabica;Mexico;6.50;6.67;6.42;7.17;6.50;10.00;7.33; 8.00; 6.00; 6.42;71.00
1330;Arabica;Mexico;6.92;7.00;6.83;6.92;6.92;10.00;7.42; 6.00; 6.00; 6.75;70.75
1331;Arabica;Brazil;7.00;7.00;6.83;7.00;6.83;10.00;7.33; 6.00; 6.00; 6.67;70.67
1332;Arabica;Honduras;6.67;6.50;6.17;6.67;6.17; 8.00;6.83; 8.00; 8.00; 6.33;69.33
1333;Arabica;Honduras;7.00;6.17;6.17;6.67;6.17; 8.00;6.50; 8.00; 8.00; 6.50;69.17
1334;Arabica;Honduras;7.00;6.33;6.17;6.50;6.17; 8.00;6.67; 8.00; 8.00; 6.33;69.17
1335;Arabica;Mexico;7.08;6.83;6.25;7.42;6.75;10.00;7.25;10.00; 0.00; 6.75;68.33
1336;Arabica;Haiti;6.75;6.58;6.42;6.67;6.67; 6.00;7.08; 9.33; 6.00; 6.42;67.92
1337;Arabica;Nicaragua;7.25;6.58;6.33;6.25;6.08; 6.00;6.42; 6.00; 6.00; 6.17;63.08
